dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.year
kuchar 22895,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. stuhlmannii (taub.) polhill,29,1,2000,29
"kayombo, cj; ayubu, j; kibure, oa  6861",dalbergia,dalbergia boehmii,dalbergia boehmii taub.,11,8,2010,223
5032,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. boehmii,29,10,1998,302
181,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. boehmii,5,11,1998,309
"tinley, kl  2356",dalbergia,dalbergia boehmii,dalbergia boehmii taub.,,,,
metele 181,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. boehmii,5,11,1998,309
luke 9247,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. stuhlmannii (taub.) polhill,18,10,2002,291
kuchar 24834,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. stuhlmannii (taub.) polhill,15,9,2001,258
kayombo 3352,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. boehmii,24,7,2000,206
kuchar 24912,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. stuhlmannii (taub.) polhill,11,10,2001,284
mboya 364,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. stuhlmannii (taub.) polhill,19,6,2001,170
kuchar 23843,dalbergia,dalbergia boehmii,dalbergia boehmii subsp. stuhlmannii (taub.) polhill,4,6,2000,156
kayombo 4543,dalbergia,dalbergia bracteolata,dalbergia bracteolata baker,4,11,2003,308
kuchar 24814,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,9,9,2001,252
gereau 6178,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,2,11,1998,306
kuchar 24955,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,10,11,2001,314
kuchar 24795,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,8,9,2001,251
mwangoka 2996,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,28,6,2002,179
"gereau, re; kibare, oa; salu, an  6178",dalbergia,dalbergia fischeri,dalbergia fischeri taub.,2,11,1998,306
mollel 639,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,15,6,2001,166
kuchar 24489,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,29,4,2001,119
kuchar 23121,dalbergia,dalbergia fischeri,dalbergia fischeri taub.,27,2,2000,58
mollel 577,dalbergia,dalbergia melanoxylon,dalbergia melanoxylon guill. & perr.,13,6,2001,164
4927,dalbergia,dalbergia nitidula,dalbergia nitidula baker,30,11,2006,334
s.n.,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,2,6,2008,154
kuchar 24917,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,11,10,2001,284
kayombo 3351,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,24,7,2000,206
kuchar 24856,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,22,9,2001,265
kindeketa 931,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,10,6,2001,161
kuchar 22309,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,31,7,1999,212
kuchar 24844,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,16,9,2001,259
4952,dalbergia,dalbergia nitidula,dalbergia nitidula baker,2,12,2006,336
kuchar 24792,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,8,9,2001,251
mwangoka 1869,dasylepis,dasylepis integra,dasylepis integra warb.,26,2,2001,57
kayombo 4545,deinbollia,deinbollia cuneifolia,deinbollia fulvotomentella baker f.,4,11,2003,308
mwangoka 3106,deinbollia,deinbollia macrocarpa,deinbollia schumach.,29,7,2004,211
bingham 3761,desmodium,desmodium adscendens,desmodium adscendens (sw.) dc.,5,8,1981,217
,desmodium,desmodium appressipilum,desmodium appressipilum,30,3,1985,89
mwangoka 4234,desmodium,desmodium asperum,desmodium desv.,22,8,2005,234
mwangoka 3950,desmodium,desmodium asperum,desmodium desv.,7,6,2005,158
kuchar 24657,desmodium,desmodium barbatum,desmodium barbatum var. dimorphum (welw. ex baker) b.g. schub.,2,6,2001,153
schmidt 1310,desmodium,desmodium barbatum,desmodium barbatum var. dimorphum (welw. ex baker) b.g. schub.,6,5,1994,126
harder 3592,desmodium,desmodium barbatum,desmodium barbatum var. dimorphum (welw. ex baker) b.g. schub.,28,2,1996,59
luke 8400,desmodium,desmodium salicifolium,desmodium salicifolium (poir.) dc.,25,5,2002,145
gereau 5005,desmodium,desmodium salicifolium,desmodium salicifolium var. salicifolium,3,11,1992,308
"gereau, re; harder, dk; kayombo, mj; mwangoka, ma  5005",desmodium,desmodium salicifolium,desmodium salicifolium (poir.) dc. var. salicifolium,3,11,1992,308
2841,desmodium,desmodium stolzii,desmodium stolzii schindl.,23,11,1968,328
710,desmodium,desmodium stolzii,desmodium stolzii schindl.,20,3,1964,80
,desmodium,desmodium stolzii,desmodium stolzii,27,3,1985,86
8544,desmodium,desmodium tanganyikense,desmodium tanganyikense baker,8,5,1964,129
,desmodium,desmodium velutinum,desmodium velutinum,24,5,1987,144
harder 2142,dialium,dialium angolense,dialium angolense welw. ex oliv.,25,11,1993,329
"maesen, ljg van der; maroyi, a  8493",dicerocaryum,dicerocaryum eriocarpum,dicerocaryum eriocarpum (decne.) abels,29,12,2010,363
schmidt 1190,dichaetanthera,dichaetanthera erici-rosenii,dichaetanthera erici-rosenii a. fern. & r. fern.,14,11,1993,318
3435,dichaetanthera,dichaetanthera verdcourtii,dichaetanthera verdcourtii a.fern. & r.fern.,23,11,1962,327
"kayombo, cj  6686",dichanthium,dichanthium,dichanthium  willemet,8,8,2010,220
laizer 1358,dichapetalum,dichapetalum braunii,dichapetalum braunii engl. & k. krause,3,11,2005,307
"simon laizer, g; kayombo, cj; matumbi, s; ibrahim  1358",dichapetalum,dichapetalum braunii,dichapetalum braunii engl. & k.krause,3,11,2005,307
mwangoka 5798,dichapetalum,dichapetalum mossambicense,dichapetalum mossambicense (klotzsch) engl.,7,7,2008,189
"lock, jm; mackinder, ba 88 63",dichapetalum,dichapetalum mossambicense,dichapetalum mossambicense (klotzsch) engl.,23,11,1988,328
"mwangoka, ma; et al.  5798",dichapetalum,dichapetalum mossambicense,dichapetalum mossambicense (klotzsch) engl.,7,7,2008,189
,dichapetalum,dichapetalum stuhlmannii,dichapetalum stuhlmannii,28,10,1998,301
fakih 107,dichapetalum,dichapetalum stuhlmannii,dichapetalum stuhlmannii engl.,28,10,1998,301
gereau 6150,dichapetalum,dichapetalum stuhlmannii,dichapetalum stuhlmannii engl.,28,10,1998,301
kayombo 5051,dichrostachys,dichrostachys cinerea,dichrostachys cinerea subsp. africana brenan & brummitt,29,10,2005,302
harder 1981,dichrostachys,dichrostachys cinerea,dichrostachys cinerea subsp. africana brenan & brummitt,19,11,1993,323
harder 3970,dichrostachys,dichrostachys cinerea,dichrostachys cinerea subsp. africana brenan & brummitt,9,3,1997,68
harder 3139,dichrostachys,dichrostachys cinerea,dichrostachys cinerea subsp. nyassana (taub.) brenan,16,5,1994,136
fakih 137,dichrostachys,dichrostachys cinerea,dichrostachys cinerea subsp. africana brenan & brummitt,5,12,1998,339
mollel 640,dichrostachys,dichrostachys cinerea,dichrostachys cinerea subsp. nyassana (taub.) brenan,15,6,2001,166
ezrom 216,dichrostachys,dichrostachys cinerea,dichrostachys cinerea subsp. forbesii (benth.) brenan & brummitt,15,11,2005,319
"bingham, mg  9106",dicliptera,dicliptera,dicliptera  juss.,11,4,1993,101
"malaisse, f; goetghebeur, p  1069",dicliptera,dicliptera capitata,dicliptera capitata milne-redh.,22,5,1985,142
laizer 1263,dicliptera,dicliptera carvalhoi,dicliptera carvalhoi subsp. carvalhoi lindau,1,6,2005,152
abeid 349,dicliptera,dicliptera maculata,dicliptera maculata subsp. maculata,31,10,1998,304
harder 1222,dicliptera,dicliptera pumila,dicliptera pumila (lindau) dandy,24,10,1992,298
"harder, dk; gereau, re; kayombo, cj; kayombo, mj  1222",dicliptera,dicliptera pumila,dicliptera pumila (lindau) dandy ex brenan,24,10,1992,298
harder 3678,diectomis,diectomis fastigiata,andropogon fastigiatus sw.,12,3,1996,72
23907,diectomis,diectomis fastigiata,andropogon fastigiatus,22,5,2012,143
lovett 634,dierama,dierama cupuliflorum,dierama cupuliflorum subsp. cupuliflorum,13,4,1986,103
"lovett, jc; lovett, jm  634",dierama,dierama cupuliflorum,dierama cupuliflorum klatt,13,4,1986,103
gereau 5170,dietes,dietes iridioides,dietes iridioides subsp. iridioides,23,11,1992,328
gereau 3897,digitaria,digitaria diagonalis,digitaria diagonalis var. hirsuta (de wild. & t. durand) stapf ex troupin,6,2,1991,37
gereau 4384,digitaria,digitaria diagonalis,digitaria diagonalis var. uniglumis (hochst. ex a. rich.) pilg.,19,3,1991,78
gereau 4301,digitaria,digitaria diagonalis,digitaria diagonalis var. uniglumis (hochst. ex a. rich.) pilg.,14,3,1991,73
"renvoize, sa  5720",digitaria,digitaria diagonalis,digitaria diagonalis (nees) stapf,27,2,1996,58
renvoize 5720,digitaria,digitaria diagonalis,digitaria diagonalis (nees) stapf,27,2,1996,58
renvoize 5721,digitaria,digitaria flaccida,digitaria flaccida stapf,27,2,1996,58
"renvoize, sa  5721",digitaria,digitaria flaccida,digitaria flaccida stapf,27,2,1996,58
harder 3549,digitaria,digitaria gayana,digitaria gayana (kunth) stapf ex a. chev.,28,2,1996,59
kuchar 24650,digitaria,digitaria longiflora,digitaria longiflora (retz.) pers.,2,6,2001,153
23908,diheteropogon,diheteropogon amplectens,diheteropogon amplectens var. catangensis,22,5,2012,143
,,dioaceae,aizoaceae,13,3,1985,72
"harder, dk  1367",dioscorea,dioscorea,dioscorea cochleari-apiculata de wild.,2,11,1992,307
festo 1988,dioscorea,dioscorea bulbifera,dioscorea l.,8,6,2005,159
kuchar 22439,dioscorea,dioscorea bulbifera,dioscorea l.,5,9,1999,248
kibure 974,dioscorea,dioscorea bulbifera,dioscorea l.,13,5,2003,133
nkhoma 312,dioscorea,dioscorea bulbifera,dioscorea l.,25,5,1994,145
kuchar 22752,dioscorea,dioscorea bulbifera,dioscorea l.,22,1,2000,22
de nevers 3230,dioscorea,dioscorea bulbifera,dioscorea l.,11,4,1984,102
harder 1367,dioscorea,dioscorea cochleariapiculata,dioscorea cochleariapiculata de wild.,2,11,1992,307
harder 3974,dioscorea,dioscorea cochleariapiculata,dioscorea cochleariapiculata de wild.,9,3,1997,68
"bulaimu, j  403",dioscorea,dioscorea quartiniana,dioscorea quartiniana a.rich. var. stuhlmannii (harms) burkill,12,2,1972,43
"nevers, g de; charnley, s  3230",dioscorea,dioscorea sansibarensis,dioscorea sansibarensis pax,11,4,1984,102
nkhoma 326,dioscorea,dioscorea schimperiana,dioscorea schimperiana hochst. ex kunth,25,5,1994,145
gereau 7058,dioscorea,dioscorea schimperiana,dioscorea schimperiana hochst. ex kunth,27,1,2008,27
,diospyros,diospyros,diospyros natalensis,15,5,1994,135
,diospyros,diospyros,diospyros,30,3,1985,89
,diospyros,diospyros,diospyros natalensis,25,5,1994,145
,diospyros,diospyros,diospyros zombensis,15,5,1994,135
"kayombo, cj; wimbe, e  7078",diospyros,diospyros,diospyros  l.,3,9,2011,246
kuchar 24940,diospyros,diospyros fischeri,diospyros fischeri gürke,3,11,2001,307
,diospyros,diospyros fischeri,diospyros fischeri,8,8,1993,220
24940,diospyros,diospyros fischeri,diospyros fischeri,3,11,2001,307
harder 1858,diospyros,diospyros kirkii,diospyros kirkii hiern,5,11,1993,309
simon 61,diospyros,diospyros kirkii,diospyros kirkii hiern,6,11,1998,310
harder 3137,diospyros,diospyros kirkii,diospyros kirkii hiern,16,5,1994,136
schmidt 1270,diospyros,diospyros kirkii,diospyros kirkii hiern,30,11,1993,334
"simon, v; sallu, an; abeid, ys; kibure, oa  61",diospyros,diospyros kirkii,diospyros kirkii hiern,6,11,1998,310
"harder, dk; schmidt, hh; nkhoma, cn  3137",diospyros,diospyros kirkii,diospyros kirkii hiern,16,5,1994,136
kindeketa 2667,diospyros,diospyros lotus,diospyros l.,15,11,2005,319
harder 2550,diospyros,diospyros lotus,diospyros l.,8,8,1995,220
kuchar 22125,diospyros,diospyros lotus,diospyros l.,8,6,1999,159
mwangoka 4265,diospyros,diospyros lotus,diospyros l.,24,8,2005,236
kindeketa 2676,diospyros,diospyros lotus,diospyros l.,15,11,2005,319
kindeketa 1242,diospyros,diospyros lotus,diospyros l.,30,6,2001,181
kuchar 22889,diospyros,diospyros lotus,diospyros l.,29,1,2000,29
de nevers 3246,diospyros,diospyros loureiroana,diospyros loureiroana subsp. rufescens (caveney) verdc.,3,4,1984,94
rodgers 463,diospyros,diospyros loureiroana,diospyros loureiroana subsp. rufescens (caveney) verdc.,27,9,1968,271
"simon laizer, g; kayombo, cj; matumbi, s; ibrahim  1334",diospyros,diospyros loureiroana,diospyros loureiriana g.don subsp. rufescens (caveney) verdc.,3,11,2005,307
kayombo 4591,diospyros,diospyros loureiroana,diospyros loureiroana subsp. rufescens (caveney) verdc.,7,11,2003,311
laizer 1334,diospyros,diospyros loureiroana,diospyros loureiroana subsp. rufescens (caveney) verdc.,3,11,2005,307
harder 2154,diospyros,diospyros mespiliformis,diospyros mespiliformis hochst. ex a. dc.,25,11,1993,329
de nevers 3201,diospyros,diospyros mespiliformis,diospyros mespiliformis hochst. ex a. dc.,3,4,1984,94
harder 2189,diospyros,diospyros mespiliformis,diospyros mespiliformis hochst. ex a. dc.,29,11,1993,333
kibure 859,diospyros,diospyros mespiliformis,diospyros mespiliformis hochst. ex a. dc.,24,4,2003,114
kuchar 24306,diospyros,diospyros mweroensis,diospyros mweroensis f. white,1,4,2001,91
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  304",diospyros,diospyros natalensis,diospyros natalensis (harv.) brenan,25,5,1994,145
nkhoma 304,diospyros,diospyros natalensis,diospyros natalensis (harv.) brenan,25,5,1994,145
harder 3111,diospyros,diospyros natalensis,diospyros natalensis (harv.) brenan,13,5,1994,133
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  212",diospyros,diospyros natalensis,diospyros natalensis (harv.) brenan,15,5,1994,135
gereau 5155,diospyros,diospyros natalensis,diospyros natalensis (harv.) brenan,23,11,1992,328
strid 2685,diospyros,diospyros senensis,diospyros senensis hiern,24,12,1972,359
gereau 6216,diospyros,diospyros squarrosa,diospyros squarrosa klotzsch,15,11,1998,319
pochron 16,diospyros,diospyros truncatifolia,diospyros truncatifolia caveney,20,6,1995,171
kindeketa 1093,diospyros,diospyros truncatifolia,diospyros truncatifolia caveney,13,6,2001,164
mboya 351,diospyros,diospyros truncatifolia,diospyros truncatifolia caveney,19,6,2001,170
351,diospyros,diospyros truncatifolia,diospyros truncatifolia,19,6,2001,170
nkhoma 173,diospyros,diospyros virgata,diospyros virgata (gürke) brenan,9,5,1994,129
,diospyros,diospyros virgata,diospyros virgata,9,5,1994,129
harder 2149,diospyros,diospyros virgata,diospyros virgata (gürke) brenan,25,11,1993,329
strid 2360,diospyros,diospyros virgata,diospyros virgata (gürke) brenan,21,10,1972,295
bingham 4047,diospyros,diospyros virgata,diospyros virgata (gürke) brenan,26,7,1987,207
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  173",diospyros,diospyros virgata,diospyros virgata (gürke) brenan,9,5,1994,129
harder 1911,diospyros,diospyros zombensis,diospyros zombensis (b.l. burtt) f. white,16,11,1993,320
festo 1972,diospyros,diospyros zombensis,diospyros zombensis (b.l. burtt) f. white,8,6,2005,159
nkhoma 313,diospyros,diospyros zombensis,diospyros zombensis (b.l. burtt) f. white,25,5,1994,145
harder 3052,diospyros,diospyros zombensis,diospyros zombensis (b.l. burtt) f. white,7,5,1994,127
kayombo 5044,diospyros,diospyros zombensis,diospyros zombensis (b.l. burtt) f. white,29,10,2005,302
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  313",diospyros,diospyros zombensis,diospyros zombensis (b.l.burtt) f.white,25,5,1994,145
"harder, dk; schmidt, hh; nkhoma, cn; louwiika, b  3052",diospyros,diospyros zombensis,diospyros zombensis (b.l.burtt) f.white,7,5,1994,127
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  214",diospyros,diospyros zombensis,diospyros zombensis (b.l.burtt) f.white,15,5,1994,135
sallu 123,diospyros,diospyros zombensis,diospyros zombensis (b.l. burtt) f. white,30,10,1998,303
nkhoma 87,dipcadi,dipcadi viride,dipcadi medik.,1,12,1993,335
"kayombo, cj; ayubu, j; kibure, oa  6787",diplolophium,diplolophium afrikanum,diplolophium africanum turcz.,10,8,2010,222
4935,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,30,11,2006,334
,diplorhynchus,diplorhynchus condylocarpon,diplorrhynchus condylocarpon,30,1,1993,30
kayombo 3386,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,27,7,2000,209
harder 1293,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,28,10,1992,302
harder 1878,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,6,11,1993,310
nkhoma 55,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,30,11,1993,334
gereau 6147,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,28,10,1998,301
merello 1000,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,8,12,1993,342
mwangoka 3095,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,29,7,2004,211
kayombo 5054,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,29,10,2005,302
"harder, dk; merello, mc; chisumpa, sm  1878",diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll.arg.) pichon,6,11,1993,310
,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon,26,3,1989,85
harder 3157,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,17,5,1994,137
laizer 1487,diplorhynchus,diplorhynchus condylocarpon,diplorhynchus condylocarpon (müll. arg.) pichon,16,2,2006,47
bjørnstad ab 1233,dirichletia,dirichletia glaucescens,carphalea glaucescens subsp. angustifolia verdc.,13,1,1972,13
1233,dirichletia,dirichletia glaucescens,carphalea glaucescens (hiern) verdc. subsp. angustifolia verdc.,13,1,1972,13
,dirichletia,dirichletia pubescens,dirichletia pubescens,13,1,1972,13
gereau 3883,disa,disa aconitoides,disa aconitoides subsp. goetzeana (kraenzl.) h.p. linder,6,2,1991,37
,disperis,disperis johnstonii,disperis johnstonii,28,3,1985,87
,disperis,disperis johnstonii,disperis johnstonii,25,3,1985,84
"kayombo, cj; ayubu, j; kibure, oa  6867",dissotis,dissotis,dissotis  desv.,11,8,2010,223
"strid, pak  2840",dissotis,dissotis,dissotis  desv.,3,2,1973,34
harder 3254,dissotis,dissotis cryptantha,dissotis cryptantha baker f.,29,5,1994,149
"harder, dk; schmidt, hh; nkhoma, cn; luwiika, b  3254",dissotis,dissotis cryptantha,dissotis cryptantha baker f.,29,5,1994,149
mwangoka 3953,dissotis,dissotis grandiflora,dissotis benth.,7,6,2005,158
kayombo 3382,dissotis,dissotis grandiflora,dissotis benth.,27,7,2000,209
schmidt 2545,dissotis,dissotis grandiflora,dissotis benth.,18,3,1997,77
3427,dissotis,dissotis pterocaulos,dissotis pterocaulos wickens,23,11,1962,327
kuchar 22257,distephanus,distephanus divaricatus,distephanus divaricatus (steetz) h. rob. & b. kahn,25,7,1999,206
kuchar 24791,distephanus,distephanus divaricatus,distephanus divaricatus (steetz) h. rob. & b. kahn,8,9,2001,251
"kayombo, cj  6665",dodonaea,dodonaea angustifolia,dodonaea angustifolia l.f.,8,8,2010,220
harder 3090,dodonaea,dodonaea viscosa,dodonaea viscosa var. angustifolia (l. f.) benth.,13,5,1994,133
mwangoka 6285,dodonaea,dodonaea viscosa,dodonaea viscosa var. angustifolia (l. f.) benth.,4,7,2009,185
f8361,dolichos,dolichos brevidentatus,dolichos brevidentatus mackinder,27,2,1964,58
9433,dolichos,dolichos glabrescens,dolichos glabrescens r.wiczek,26,11,1965,330
"gereau, re; harder, dk; kayombo, mj; mwangoka, ma  4981",dolichos,dolichos gululu,dolichos gululu de wild.,3,11,1992,308
gereau 4981,dolichos,dolichos gululu,dolichos gululu de wild.,3,11,1992,308
schmidt 1145,dolichos,dolichos ichthyophone,dolichos ichthyophone verdc.,9,11,1993,313
