gbif:canonicalName,FAMILY,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
tacca integrifolia,,tacca,tacca integrifolia ker gawl.,integrifolia,9,8,1828,
tacca integrifolia,,tacca,tacca integrifolia ker gawl.,integrifolia,25,4,1876,222
tacca integrifolia,,tacca,tacca integrifolia ker gawl.,integrifolia,,,,
tacca integrifolia,,tacca,tacca integrifolia ker gawl.,integrifolia,,,,
tacca integrifolia,,tacca,tacca integrifolia ker gawl.,integrifolia,,,,
tacca integrifolia,,tacca,tacca integrifolia ker gawl.,integrifolia,,,,
tacca integrifolia,,tacca,tacca integrifolia ker gawl.,integrifolia,,,,116
tadehagi triquetrum alatum,,tadehagi,tadehagi alatum (dc.) h.ohashi,triquetrum,,,,
tadehagi triquetrum,,tadehagi,tadehagi triquetrum,triquetrum,29,2,1868,
tadehagi triquetrum,,tadehagi,tadehagi triquetrum,triquetrum,22,4,1886,60
tadehagi triquetrum,,tadehagi,tadehagi triquetrum,triquetrum,,,,112
talipariti macrophyllum,,talipariti,talipariti macrophyllum (roxb. ex hornem.) fryxell,macrophyllum,28,4,1977,118
talipariti tiliaceum,,talipariti,talipariti tiliaceum,tiliaceum,26,2,1945,57
tamarindus indica,,tamarindus,tamarindus indica l.,indica,,,,
tamilnadia uliginosa,,tamilnadia,tamilnadia uliginosa (retz.) tirveng. & sastre,uliginosa,14,4,1946,104
pegia nitida,,pegia,tapirira hirsuta (roxb.) kurz,nitida,4,4,1997,94
tarenna,,tarenna,tarenna  gaertn.,,5,6,1999,156
tarenna campaniflora,,tarenna,tarenna campaniflora (hook.f.) n.p.balakr.,campaniflora,9,6,1979,127
tarenna campaniflora,,tarenna,tarenna campaniflora (hook.f.) n.p.balakr.,campaniflora,7,5,1994,160
taxithelium kerianum,,taxithelium,taxithelium kerianum,kerianum,7,10,1998,280
taxithelium kerianum,,taxithelium,taxithelium kerianum,kerianum,7,10,1998,280
tectaria chattagrammica,,tectaria,tectaria chattagrammica (clarke) ching,chattagrammica,10,1,1869,43
tectaria chattagrammica,,tectaria,tectaria chattagrammica (clarke) ching,chattagrammica,7,2,1873,38
tectaria chattagrammica,,tectaria,tectaria chattagrammica (clarke) ching,chattagrammica,12,2,1873,43
tectaria chattagrammica,,tectaria,tectaria chattagrammica (clarke) ching,chattagrammica,12,2,1873,10
,,tectaria,tectaria decurrens,decurrens,8,2,1873,53
tectaria subconfluens,,tectaria,tectaria subconfluens (bedd.) ching,subconfluens,7,11,1872,312
tectaria vasta,,tectaria,tectaria vasta,vasta,10,2,1873,41
tectaria vasta,,tectaria,tectaria vasta (blume) copel.,vasta,8,2,1873,39
tephrosia,,tephrosia,tephrosia candida,candida,28,10,1943,
tephrosia,,tephrosia,tephrosia candida dc.,candida,,,,
tephrosia,,tephrosia,tephrosia candida dc.,candida,,,,301
tephrosia purpurea,,tephrosia,tephrosia purpurea,purpurea,25,7,1992,228
tephrosia purpurea,,tephrosia,tephrosia purpurea,purpurea,15,8,1992,222
tephrosia purpurea,,tephrosia,tephrosia purpurea,purpurea,9,8,1876,251
tephrosia purpurea,,tephrosia,tephrosia purpurea (l.) pers.,purpurea,8,9,1910,207
tephrosia purpurea,,tephrosia,tephrosia purpurea (l.) pers.,purpurea,24,5,1917,144
tephrosia purpurea,,tephrosia,tephrosia purpurea (l.) pers.,purpurea,17,5,1999,
tephrosia purpurea,,tephrosia,tephrosia purpurea (l.) pers. var. diffusa,purpurea,,,,137
teramnus flexilis,,teramnus,teramnus flexilis benth.,flexilis,,,,
terminalia,,terminalia,terminalia  l.,,1,11,1978,305
terminalia arjuna,,terminalia,terminalia arjuna (roxb. ex dc.) wight & arn.,arjuna,10,5,1994,130
terminalia bellirica,,terminalia,terminalia bellirica,bellirica,14,4,1949,104
terminalia bellirica,,terminalia,terminalia bellirica,bellirica,24,5,1968,199
terminalia bellirica,,terminalia,terminalia bellirica,bellirica,17,7,1992,222
terminalia bellirica,,terminalia,terminalia bellirica,bellirica,10,8,1886,
terminalia bellirica,,terminalia,terminalia bellirica,bellirica,2,4,1997,92
terminalia bellirica,,terminalia,terminalia bellirica,bellirica,,,,145
terminalia catappa,,terminalia,terminalia catappa,catappa,21,8,1944,234
terminalia chebula,,terminalia,terminalia chebula,chebula,,,,
terminalia chebula,,terminalia,terminalia chebula retz.,chebula,,,,
terminalia chebula,,terminalia,terminalia chebula retz.,chebula,,,,
terminalia citrina,,terminalia,terminalia citrina (gaertn.) roxb.,citrina,8,9,1872,252
terminalia citrina,,terminalia,terminalia citrina (gaertn.) roxb. ex fleming,citrina,,,,
tetracera sarmentosa,,tetracera,tetracera sarmentosa,sarmentosa,22,4,1887,112
,,tetranthera,tetranthera macrophylla wall.,macrophylla,,,,138
litsea panamanja,,litsea,tetranthera panamanja hamilton ex nees,panamanja,22,5,1830,
litsea panamanja,,litsea,tetranthera panamanja hamilton ex nees,panamanja,,,,142
tetraphyllum bengalense,,tetraphyllum,tetraphyllum bengalense c.b.clarke,bengalense,13,2,1873,44
,,tetrapilus,tetrapilus dioicus,dioicus,10,8,1886,
tetrastigma,,tetrastigma,tetrastigma  (miq.) planch.,,2,6,2000,154
tetrastigma,,tetrastigma,tetrastigma  (miq.) planch.,,25,2,1876,56
tetrastigma bracteolatum,,tetrastigma,tetrastigma bracteolatum,bracteolatum,1,8,1992,
tetrastigma bracteolatum,,tetrastigma,tetrastigma bracteolatum,bracteolatum,14,8,1992,214
tetrastigma bracteolatum,,tetrastigma,tetrastigma bracteolatum (wall.) planch.,bracteolatum,,,,227
tetrastigma bracteolatum,,tetrastigma,tetrastigma bracteolatum planch.,bracteolatum,9,6,2000,161
tetrastigma dubium,,tetrastigma,tetrastigma dubium (lawson) planch.,dubium,,,,
tetrastigma hookeri,,tetrastigma,tetrastigma hookeri (lawson) planch.,hookeri,2,1,1851,2
tetrastigma thomsonianum,,tetrastigma,tetrastigma thomsonianum (roxb.) planch.,thomsonianum,,,,249
tetrastigma thomsonianum,,tetrastigma,tetrastigma thomsonianum planch.,thomsonianum,6,9,1850,322
tetrastigma thomsonianum,,tetrastigma,tetrastigma thomsonianum planch.,thomsonianum,18,11,1850,
tetrastigma thomsonianum,,tetrastigma,tetrastigma thomsonianum planch.,thomsonianum,,,,
tetrastigma thomsonianum,,tetrastigma,tetrastigma thomsonianum planch.,thomsonianum,,,,
teucrium elevatum,,teucrium,teucrium elevatum benth.,elevatum,,,,
teucrium viscidum,,teucrium,teucrium viscidum blume,viscidum,9,5,1997,129
thailentadopsis nitida,,thailentadopsis,thailentadopsis nitida (vahl) g.p.lewis & schrire,nitida,,,,
cyclosorus interruptus,,cyclosorus,thelypteris interrupta,interruptus,1,5,1944,122
cyclosorus interruptus,,cyclosorus,thelypteris interrupta,interruptus,1,5,1944,122
themeda intermedia,,themeda,themeda intermedia durand & jackson.,intermedia,3,1,1853,3
themeda villosa,,themeda,themeda villosa,villosa,,,,
themeda villosa,,themeda,themeda villosa,villosa,,,,
thesium arvense,,thesium,thesium refractum,arvense,,,,
thespis divaricata,,thespis,thespis divaricata,divaricata,10,8,1821,127
thespis divaricata,,thespis,thespis divaricata dc.,divaricata,23,7,1873,204
thespis divaricata,,thespis,thespis divaricata dc.,divaricata,7,5,1875,222
thevetia peruviana,,thevetia,thevetia peruviana,peruviana,2,5,1943,122
agapetes variegata,,agapetes,thibaudia variegata wall.,variegata,,,,
agapetes setigera,,agapetes,thibaudia verticillata wall.,setigera,,,,
thladiantha cordifolia,,thladiantha,thladiantha cordifolia (blume) cogn.,cordifolia,22,2,1979,53
thladiantha cordifolia,,thladiantha,thladiantha cordifolia (blume) cogniaux,cordifolia,,,,
thuidium plumulosum,,thuidium,thuidium plumulosum (dozy & molk.) dozy & molk.,plumulosum,11,10,1998,284
thunbergia,,thunbergia,thunbergia  retz.,,3,6,1999,154
thunbergia coccinea,,thunbergia,thunbergia coccinea wall.,coccinea,,,,
thunbergia fragrans,,thunbergia,thunbergia fragrans roxb.,fragrans,,,,
thunbergia grandiflora,,thunbergia,thunbergia grandiflora (roxb. ex rottler) roxb. var. grandiflora,grandiflora,14,4,1994,219
thunbergia grandiflora,,thunbergia,thunbergia grandiflora 'alba',grandiflora,18,7,1992,
thunbergia grandiflora,,thunbergia,thunbergia grandiflora 'alba',grandiflora,6,8,1992,200
thunbergia grandiflora,,thunbergia,thunbergia grandiflora 'alba',grandiflora,24,6,1872,104
thunbergia grandiflora,,thunbergia,thunbergia grandiflora roxb.,grandiflora,,,,176
thunbergia grandiflora,,thunbergia,thunbergia grandiflora roxb.,grandiflora,,,,
thysanolaena latifolia,,thysanolaena,thysanolaena latifolia,latifolia,20,3,1899,79
thysanolaena latifolia,,thysanolaena,thysanolaena latifolia (roxb. ex hornem.) honda,latifolia,4,4,1997,24
thysanolaena latifolia,,thysanolaena,thysanolaena maxima (roxb.) kuntze,latifolia,24,1,1973,94
tinospora cordifolia,,tinospora,tinospora cordifolia (willd.) miers,cordifolia,,,,
tinospora sinensis,,tinospora,tinospora sinensis (lour.) merr.,sinensis,4,6,2000,156
tolypanthus involucratus,,tolypanthus,tolypanthus involucratus (roxb.) tiegh.,involucratus,,,,
toona ciliata,,toona,toona ciliata,ciliata,23,2,1945,219
toona ciliata,,toona,toona ciliata,ciliata,7,8,1866,
toona ciliata,,toona,toona ciliata m. roemer,ciliata,1,4,1997,94
toona ciliata,,toona,toona ciliata m. roemer,ciliata,4,4,1997,91
toona ciliata,,toona,toona ciliata m.roem.,ciliata,1,4,1997,54
toona ciliata,,toona,toona ciliata m.roem.,ciliata,4,4,1997,94
,,torenia,torenia vagans,vagans,6,8,1992,127
,,torenia,torenia vagans,vagans,16,8,1992,
tournefortia heyneana,,tournefortia,tournefortia heyneana wall.,heyneana,,,,
tournefortia hookeri,,tournefortia,tournefortia hookeri c.b.clarke,hookeri,,,,
tournefortia,,tournefortia,tournefortia montana lour.,montana,,,,
tournefortia roxburghii,,tournefortia,tournefortia roxburghii,roxburghii,21,2,1945,9
tournefortia roxburghii,,tournefortia,tournefortia roxburghii c.b.clarke,roxburghii,16,5,1999,136
tournefortia roxburghii,,tournefortia,tournefortia roxburghii c.b.clarke,roxburghii,9,1,1851,52
tournefortia viridiflora,,tournefortia,tournefortia viridiflora wall.,viridiflora,,,,
trachyspermum khasianum,,trachyspermum,trachyspermum khasianum h.wolff,khasianum,29,6,1850,180
trachyspermum khasianum,,trachyspermum,trachyspermum khasianum h.wolff,khasianum,19,8,1850,231
trapa natans bicornis,,trapa,trapa bispinosa,natans,4,12,1944,
trapa natans bicornis,,trapa,trapa bispinosa roxb.,natans,,,,339
trapa natans,,trapa,trapa natans l.,natans,28,5,1980,
trapa natans,,trapa,trapa natans l.,natans,7,7,1980,149
trapa natans,,trapa,trapa natans l.,natans,21,7,1980,203
trapa natans,,trapa,trapa quadrispinosa roxb.,natans,,,,189
trema tomentosa,,trema,trema amboinensis,tomentosa,,,,
trema orientale,,trema,trema orientalis,orientale,1,4,1989,228
trema orientale,,trema,trema orientalis,orientale,15,8,1992,
trema orientale,,trema,trema orientalis,orientale,22,4,1886,91
trema orientale,,trema,trema orientalis (l.) blume,orientale,11,5,1997,131
trema orientale,,trema,trema orientalis (l.) blume,orientale,,,,112
trematodon longicollis,,trematodon,trematodom longicaulis,longicollis,21,5,1968,37
trematodon longicollis,,trematodon,trematodom longicaulis,longicollis,21,9,1968,100
trematodon longicollis,,trematodon,trematodom longicaulis,longicollis,11,10,1976,326
trematodon longicollis,,trematodon,trematodom longicaulis,longicollis,30,10,1983,79
trematodon longicollis,,trematodon,trematodon africanus wager & dixon,longicollis,22,4,1910,
trematodon longicollis,,trematodon,trematodon africanus wager & dixon,longicollis,22,4,1910,82
trematodon longicollis,,trematodon,trematodon africanus wager & dixon,longicollis,2,2,1971,23
trematodon longicollis,,trematodon,trematodon africanus wager & dixon,longicollis,14,2,1971,278
trematodon longicollis,,trematodon,trematodon atrovirens,longicollis,8,5,1951,167
trematodon longicollis,,trematodon,trematodon atrovirens,longicollis,18,5,1951,189
trematodon longicollis,,trematodon,trematodon atrovirens,longicollis,30,5,1951,128
trematodon longicollis,,trematodon,trematodon atrovirens,longicollis,27,6,1953,68
trematodon longicollis,,trematodon,trematodon atrovirens,longicollis,27,6,1953,195
trematodon longicollis,,trematodon,trematodon atrovirens,longicollis,,,,98
trematodon longicollis,,trematodon,trematodon atrovirens,longicollis,,,,131
trematodon longicollis,,trematodon,trematodon baileyi broth.,longicollis,22,4,1889,
trematodon longicollis,,trematodon,trematodon baileyi broth.,longicollis,22,4,1889,119
trematodon longicollis,,trematodon,trematodon baileyi broth.,longicollis,,,,109
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,12,10,1962,195
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,27,12,1969,70
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,84
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,177
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,147
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,148
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,98
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,225
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,85
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,69
trematodon longicollis,,trematodon,trematodon borbonicus,longicollis,,,,209
trematodon longicollis,,trematodon,trematodon capillipes cm.,longicollis,,,,104
trematodon longicollis,,trematodon,trematodon capillipes müll.hal. ex g. roth,longicollis,,,,21
trematodon longicollis,,trematodon,trematodon capillipes müll.hal. ex g.roth,longicollis,,,,
trematodon longicollis,,trematodon,trematodon capillipes müll.hal. ex g.roth,longicollis,,,,
trematodon longicollis,,trematodon,trematodon ceylonensis,longicollis,,,,88
trematodon longicollis,,trematodon,trematodon ceylonensis,longicollis,,,,180
trematodon longicollis,,trematodon,trematodon ceylonensis,longicollis,9,9,1883,89
trematodon longicollis,,trematodon,trematodon ceylonensis,longicollis,,,,113
trematodon longicollis,,trematodon,trematodon cubensis müll.hal.,longicollis,,,,138
trematodon longicollis,,trematodon,trematodon cubensis müll.hal.,longicollis,,,,98
trematodon longicollis,,trematodon,trematodon cubensis müll.hal.,longicollis,,,,178
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,3,5,1936,258
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,24,5,1947,121
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,25,5,1947,98
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,30,5,1947,303
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,30,5,1947,
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,27,5,1948,81
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,4,6,1951,121
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,4,6,1951,134
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,10,6,1953,129
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,203
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,22,5,1947,217
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,10,6,1953,44
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,11,6,1886,
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,11,6,1886,275
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,22,7,1887,49
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,22,7,1887,
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,9,7,1894,155
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,173
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,107
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,183
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,131
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,328
trematodon longicollis,,trematodon,trematodon drepanellus,longicollis,,,,210
trematodon kurzii,,trematodon,trematodon kurzii hampe,kurzii,,,,
trematodon kurzii,,trematodon,trematodon kurzii hampe ex gangulee,kurzii,19,2,1871,50
trematodon kurzii,,trematodon,trematodon kurzii hampe ex gangulee,kurzii,19,2,1871,
trematodon kurzii,,trematodon,trematodon kurzii hampe ex gangulee,kurzii,,,,50
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,1,3,1900,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,8,8,1901,216
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,1,4,1904,176
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,6,4,1904,222
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,6,4,1904,160
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,6,4,1904,5
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,7,4,1904,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,7,4,1904,104
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,18,4,1904,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,18,4,1904,162
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,18,4,1904,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,19,4,1904,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,22,4,1904,221
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,22,4,1904,23
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,22,4,1904,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,22,4,1904,92
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,1,4,1905,79
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,15,4,1905,185
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,21,3,1906,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,6,5,1906,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,22,5,1906,130
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,3,8,1908,314
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,10,10,1909,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,22,5,1913,
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,1,1,1916,97
trematodon longicollis,,trematodon,trematodon longicollis,longicollis,1,1,1916,169
