(???) recordNumber,dwc:genus,gbif:canonicalName,dwc:scientificName,Day,Month,Year,Day of the Year
YVCR3082-1,quararibea,quararibea wittii,quararibea wittii k.schum. & ulbr.,5,11,1986,309
RDJ327-3,trichilia,trichilia pleeana,trichilia pleeana (a. juss.) c. dc.,6,8,1983,218
YVCR3136-4,fimbristylis,fimbristylis dichotoma dichotoma,fimbristylis annua (all.) roem. & schult.,5,8,1984,218
YVCR3131-1,myrcia,,myrcia dc.,22,1,1987,22
YVCR3081-2,leandra,leandra longicorna,leandra longicoma cogn.,18,9,1986,261
YVCR3004-2,siparuna,siparuna sessiliflora,siparuna sessiliflora (kunth) a. dc.,26,8,1986,238
AFC1704-2,cupania,,cupania cinerea,8,2,1977,39
YVCR3074-4,psychotria,psychotria gracilenta,psychotria gracilenta müll. arg.,18,8,1986,230
YVCR3131-5,alseis,alseis reticulata,alseis reticulata pilg. & schmale,18,8,1989,230
YVCR3173-4,oenocarpus,oenocarpus,oenocarpus mart.,1,8,1986,213
YVCR3081-3,pterygota,pterygota brasiliensis,pterygota brasiliensis allemão,15,8,1983,227
YVCR3020-1,ludwigia,ludwigia affinis,ludwigia affinis (dc.) h. hara,16,8,1984,229
YVCR3017-2,undesignated,,undesignated,18,8,1989,230
YVCR3078-3,centropogon,centropogon cornutus,centropogon cornutus,17,8,1974,229
AFC1520-4,piper,piper nudilimbum,piper nudilimbum c. dc.,25,1,1987,25
YVCR3023-2,abuta,abuta rufescens,abuta aubl.,8,10,1991,281
YVCR3035-3,coussarea,coussarea rudgeoides,coussarea rudgeoides,17,8,1974,229
YVCR3002-3,begonia,,begonia glabra aubl.,7,8,1986,219
YVCR3132-5,senegalia,senegalia tenuifolia,senegalia tenuifolia (l.) britton & rose,15,8,1986,227
YVCR3175-5,haydenoxylon,haydenoxylon urbanianum,haydenoxylon urbanianum (loes.) m.p. simmons,27,9,1979,270
YVCR3020-2,styloceras,styloceras brokawii,styloceras brokawii a.h. gentry & r.b. foster,16,9,1980,260
YVCR3082-5,theobroma,theobroma cacao,theobroma cacao,12,7,1998,193
AFC1412-1,fevillea,fevillea pedatifolia,fevillea pedatifolia,18,11,1976,323
AFC1520-3,pitcairnia,pitcairnia wittei,pitcairnia l'hér.,8,10,1991,281
YVCR3137-1,klarobelia,klarobelia candida,klarobelia candida chatrou,21,11,1994,325
YVCR3203-3,calyptranthes,calyptranthes bipennis,calyptranthes bipennis o.berg,,,,
YVCR3137-2,inga,inga,inga nobilis subsp. quaternata (poepp.) t.d. penn.,17,10,1979,290
YVCR3172-4,fridericia,fridericia dichotoma,fridericia dichotoma (jacq.) l.g. lohmann,17,10,1979,290
YVCR3005-4,haydenoxylon,haydenoxylon urbanianum,haydenoxylon urbanianum (loes.) m.p. simmons,23,7,1977,204
YVCR3074-2,naucleopsis,naucleopsis krukovii,naucleopsis krukovii (standl.) c.c. berg,19,8,1983,231
YVCR3131-3,sloanea,sloanea picapica,sloanea picapica,30,8,1976,243
YVCR3074-3,sloanea,sloanea picapica,sloanea picapica,10,9,1976,254
YVCR3138-5,ouratea,ouratea iquitosensis,ouratea iquitosensis,22,8,1976,235
YVCR3004-1,aphelandra,aphelandra pepe-parodii,aphelandra pepe-parodii,11,8,1973,223
YVCR3137-5,erechtites,erechtites hieracifolia,erechtites hieraciifolius (l.) raf. ex dc.,11,9,1986,254
YVCR3035-4,faramea,faramea anisocalyx,faramea anisocalyx poepp. & endl.,10,8,1984,223
YVCR3136-5,handroanthus,handroanthus impetiginosum,handroanthus impetiginosus (mart. ex dc.) mattos,25,10,1979,298
YVCR3017-5,spondias,spondias mombin,spondias mombin l.,8,8,1983,220
YVCR3000-1,omphalea,omphalea diandra,omphalea diandra l.,26,8,1984,239
YVCR3080-1,ficus,,ficus trigona l. f.,18,8,1989,230
AFC1411-5,fevillea,fevillea pedatifolia,fevillea pedatifolia,17,8,1974,229
AFC1665-2,tabernaemontana,tabernaemontana grandiflora,tabernaemontana l.,17,10,1979,290
YVCR3035-1,undesignated,,undesignated,22,1,1987,22
YVCR3089-5,heliconia,heliconia metallica,heliconia metallica planch. & linden ex hook.,1,8,1983,213
YVCR3133-4,pouteria,pouteria durlandii,pouteria durlandii (standl.) baehni,30,8,1990,242
YVCR3000-5,paullinia,paullinia,paullinia mariae j.f. macbr.,15,8,1986,227
YVCR3020-4,mucuna,,mucuna elliptica (ruiz & pav.) dc.,11,8,1984,224
YVCR3137-3,olmedia,,olmedia aspera ruiz & pav.,30,8,1990,242
YVCR3001-1,mollinedia,mollinedia lanceolata,mollinedia racemosa (schltdl.) tul.,30,8,1990,242
YVCR3017-4,senna,senna ruiziana,senna ruiziana (g. don) h.s. irwin & barneby,16,2,1977,47
YVCR3132-3,eugenia,eugenia myrobalana,eugenia myrobalana dc.,23,9,1980,267
YVCR3005-3,pleurothyrium,pleurothyrium poeppigii,pleurothyrium nees,20,10,1995,293
YVCR3080-4,celtis,,celtis schippii standl.,8,8,1983,220
AFC1408-3,undesignated,,undesignated,4,8,1984,217
YVCR3005-2,coccoloba,coccoloba,coccoloba p. browne,10,8,1983,222
YVCR3078-4,luehea,luehea speciosa,luehea speciosa,2,8,1983,214
YVCR3017-1,aspidosperma,aspidosperma myristicifolium,aspidosperma myristicifolium (markgr.) woodson,17,8,1983,229
YVCR3000-4,randia,,randia l.,26,8,1984,239
ALP543-4,alseis,alseis reticulata,alseis reticulata pilg. & schmale,18,8,1989,230
RDJ286-5,dieffenbachia,dieffenbachia oerstedtii,dieffenbachia schott,18,8,1989,230
YVCR3078-5,dioscorea,dioscorea decorticans,dioscorea decorticans c. presl,18,8,1989,230
YVCR3021-2,cryptarrhena,cryptarrhena lunata,cryptarrhena lunata r. br.,31,8,1986,243
RDJ305-1,undesignated,,undesignated,4,8,1986,216
YVCR3176-3,undesignated,,undesignated,30,8,1990,242
YVCR3017-3,piper,piper betel,piper l.,26,8,1986,238
YVCR3082-4,cecropia,cecropia engleriana,cecropia engleriana snethl.,8,9,1986,251
YVCR3001-3,micropholis,micropholis egensis,micropholis egensis (a. dc.) pierre,8,8,1986,220
YVCR3004-5,zygia,,zygia latifolia var. communis barneby & j.w. grimes,7,9,1976,251
RDJ303-5,aspidosperma,aspidosperma excelsum,aspidosperma marcgravianum,30,8,1990,242
YVCR3020-5,ligeophila,,ligeophila clavigera var. rhodostachys ormerod,25,9,1991,268
YVCR3023-5,trixis,,trixis p. browne,20,8,1983,232
YVCR2999-5,drypetes,drypetes amazonica,drypetes amazonica var. peruviana j.f. macbr.,1,11,1980,306
YVCR3175-2,epidendrum,epidendrum prostratum,epidendrum prostratum (lindl.) cogn.,18,9,1986,261
YVCR3138-4,bunchosia,bunchosia armeniaca,bunchosia armeniaca,5,5,1977,125
YVCR3136-3,nectandra,nectandra reticulata,nectandra reticulata,27,8,1984,240
ALP543-5,lacistema,lacistema aggregatum,lacistema aggregatum,23,10,1976,297
YVCR3000-3,apeiba,,apeiba aspera,8,8,1983,220
YVCR3080-2,gallesia,gallesia,gallesia,1,8,1983,213
AFC1408-2,eleocharis,eleocharis,eleocharis r. br.,17,8,1974,229
YVCR3001-4,ficus,ficus sphenophylla,ficus sphenophylla,16,10,2001,289
AFC1411-2,ocotea,ocotea javitensis,ocotea javitensis (kunth) pittier,7,7,1984,189
ALP544-5,byttneria,byttneria pescapriifolia,byttneria pescapriifolia,21,8,1976,234
AFC1412-4,bunchosia,bunchosia armeniaca,bunchosia armeniaca,22,8,1976,235
ALP574-3,bunchosia,bunchosia armeniaca,bunchosia armeniaca,17,2,1977,48
YVCR3133-1,caryodaphnopsis,caryodaphnopsis fosteri,caryodaphnopsis fosteri van der werff,6,7,1984,188
ALP543-3,margaritaria,margaritaria nobilis,margaritaria nobilis,17,8,1973,229
YVCR3000-2,dracontium,dracontium spruceanum,dracontium spruceanum,16,10,1991,289
AFC1439-2,caryodaphnopsis,caryodaphnopsis fosteri,caryodaphnopsis fosteri van der werff,6,6,1984,158
RDJ286-4,eugenia,,eugenia uniflora l.,17,9,1986,260
YVCR3021-1,erythroxylum,erythroxylum ruryi,erythroxylum ruryi plowman,12,9,1986,255
ALP565-5,calyptranthes,calyptranthes manuensis,calyptranthes manuensis b. holst & m.l. kawas.,8,10,1980,282
YVCR3021-3,otoba,otoba parvifolia,otoba parvifolia (markgr.) gentry,7,9,1986,250
YVCR3138-1,sloanea,sloanea fendleriana,sloanea fendleriana benth.,22,10,1979,295
AFC1408-1,hiraea,,hiraea fagifolia (dc.) juss.,11,9,1986,254
ALP559-5,eugenia,,eugenia uniflora l.,8,9,1986,251
YVCR3004-4,erythroxylum,erythroxylum ulei,erythroxylum ulei o. e. schulz,6,11,1986,310
ALP543-2,calathea,calathea crotalifera,calathea crotalifera,21,8,1976,234
YVCR3021-5,psychotria,psychotria,psychotria viridis ruiz & pav.,13,9,1982,256
ALP574-2,dalbergia,dalbergia monetaria,dalbergia monetaria,20,8,1976,233
ALP545-1,trichilia,trichilia rubra,trichilia rubra c.dc.,31,8,1989,243
YVCR3082-3,iryanthera,iryanthera juruensis,iryanthera juruensis warb.,10,8,1983,222
YVCR3078-2,serjania,serjania dibotrya,serjania dibotrya,12,8,1973,224
ALP570-2,calyptranthes,calyptranthes,calyptranthes,11,7,1984,193
RDJ303-2,eumachia,,eumachia cephalantha (müll. arg.) delprete & j. h. kirkbr.,23,10,1979,296
YVCR3002-1,rinorea,rinorea apiculata,rinorea apiculata hekking,7,9,1986,250
YVCR3001-5,randia,,randia,10,9,1979,253
ALP559-4,trichilia,trichilia quadrijuga,trichilia quadrijuga kunth subsp. quadrijuga,21,8,1976,234
YVCR3135-2,pausandra,pausandra trianae,pausandra trianae,19,8,1973,231
ALP547-3,pavonia,,pavonia paniculata,30,7,1977,211
ALP543-1,undesignated,,annonaceae juss.,2,8,1983,214
ALP565-2,undesignated,,chrysobalanaceae r. br.,18,8,1989,230
YVCR3168-5,undesignated,,fabaceae lindl.,14,9,1991,257
RDJ305-4,klarobelia,klarobelia candida,klarobelia candida chatrou,16,10,1991,289
AFC1439-3,otoba,otoba parvifolia,otoba parvifolia (markgr.) a.h. gentry,1,8,1986,213
YVCR3080-5,castilloa,castilloa ulei,castilla ulei warb.,18,9,1986,261
ALP565-4,sorocea,sorocea guilleminiana,sorocea guilleminiana gaudich.,8,10,1991,281
ALP540-5,ficus,ficus boliviana,ficus boliviana c.c. berg,15,8,1984,228
YVCR3002-2,coussapoa,coussapoa villosa,coussapoa villosa poepp. & endl.,18,7,1986,199
AFC1412-3,sloanea,sloanea garckeana,sloanea garckeana k. schum.,19,9,1986,262
YVCR3147-5,sanchezia,sanchezia scandens,steirosanchezia scandens,3,9,1976,247
YVCR3169-1,inga,inga alba,inga alba (sw.) willd.,18,8,1989,230
ALP574-1,eugenia,,eugenia acrensis mcvaugh,8,9,1986,251
ALP544-2,allophylus,allophylus divaricatus,allophylus divaricatus radlk.,24,7,1984,206
YVCR3002-4,serjania,serjania inscripta,serjania inscripta radlk.,8,8,1983,220
ALP547-2,guarea,,guarea macrophylla subsp. pendulispica (c. dc.) t.d. penn.,5,8,1983,217
YVCR3023-4,aphelandra,aphelandra pepe-parodii,aphelandra pepe-parodii wassh.,3,8,1983,215
ALP541-2,mansoa,mansoa verrucifera,mansoa verrucifera (schltdl.) a.h. gentry,15,8,1986,227
ALP565-3,wendlandiella,wendlandiella gracilis simplicifrons,wendlandiella simplicifrons burret,15,8,1983,227
YVCR3139-2,cyperus,cyperus miliifolius,cyperus miliifolius poepp. & kunth,7,9,1986,250
YVCR3020-3,pterygota,pterygota amazonica,pterygota amazonica l.o. williams ex dorr,18,7,1984,200
YVCR3166-5,casearia,casearia gossypiosperma,casearia gossypiosperma briq.,18,8,1989,230
AFC1439-5,diospyros,diospyros subrotata,diospyros subrotata hiern,20,7,1984,202
AFC1439-4,calyptranthes,calyptranthes densiflora,calyptranthes densiflora poepp. ex o. berg,29,7,1984,211
YVCR3170-3,myrcia,,myrcia dc.,6,8,1983,218
YVCR3023-1,pourouma,pourouma minor,pourouma minor,12,10,2001,285
ALP565-1,ficus,,ficus trigona,10,10,2001,283
ALP570-3,solanum,solanum terminale,solanum phytolaccoides (rusby) bitter,12,8,1986,224
ALP545-4,iryanthera,iryanthera juruensis,iryanthera juruensis warb.,23,10,1979,296
ALP540-4,ficus,,ficus pertusa,15,10,2001,288
AFC1411-1,paullinia,paullinia obovata,paullinia obovata,3,11,1976,308
YVCR3165-5,cremastosperma,cremastosperma bullatum,cremastosperma confusum pirie,7,1,1981,7
ALP547-1,maquira,maquira calophylla,maquira calophylla,21,10,2001,294
AFC1411-3,batocarpus,batocarpus costaricensis,batocarpus costaricensis,12,10,2001,285
ALP540-3,sloanea,sloanea,sloanea congesta t. d. penn.,5,11,1986,309
ALP540-2,eumachia,,eumachia huallagae (standl.) c. m. taylor & razafim.,5,11,1986,309
YVCR3170-2,alseis,alseis reticulata,alseis reticulata pilg. & schmale,8,8,1983,220
YVCR3081-1,cremastosperma,cremastosperma bullatum,cremastosperma confusum pirie,8,12,1976,343
RDJ305-3,undesignated,,menispermaceae juss.,10,7,1984,192
YVCR3168-2,ocotea,ocotea,ocotea cernua (nees) mez,14,9,1991,257
YVCR3147-4,nectandra,nectandra pulverulenta,nectandra pulverulenta nees,8,8,1983,220
YVCR3002-5,aristolochia,aristolochia pistolochia,aristolochia l.,8,10,1991,281
YVCR3167-2,anomospermum,anomospermum grandifolium,anomospermum grandifolium eichler,4,8,1983,216
ALP570-4,ficus,ficus ocoana,ficus ocoana dugand,17,8,1983,229
YVCR3004-3,neea,neea parviflora,neea parviflora poepp. & endl.,3,9,1986,246
ALP541-3,persicaria,persicaria acuminata,persicaria acuminata (kunth) m. gómez,15,8,1983,227
RDJ303-1,hirtella,,hirtella racemosa var. racemosa,28,7,1986,209
YVCR3166-4,inga,inga auristellae,inga auristellae harms,18,8,1989,230
YVCR3169-4,inga,inga,inga punctata willd.,31,7,1986,212
YVCR3170-1,inga,inga stenoptera,inga stenoptera benth.,6,8,1986,218
YVCR3001-2,vatairea,vatairea guianensis,vatairea aubl.,8,8,1983,220
ALP540-1,salacia,,salacia elliptica (mart.) g. don,21,8,1976,234
YVCR3166-3,alchornea,alchornea glandulosa,alchornea glandulosa poepp.,10,8,1984,223
YVCR3035-2,paullinia,paullinia,paullinia itayensis j.f. macbr.,15,8,1983,227
YVCR3166-2,allophylus,allophylus,allophylus loretensis standl. ex j.f. macbr.,10,9,1986,253
ALP570-5,astronium,astronium graveolens,astronium graveolens jacq.,18,8,1989,230
YVCR3165-4,trichilia,,trichilia pallida sw.,29,7,1986,210
RDJ303-3,sanchezia,sanchezia scandens,sanchezia scandens (lindau) leonard & l.b. sm.,20,8,1983,232
ALP545-3,fridericia,fridericia spicata,fridericia spicata (bureau & k. schum.) l.g. lohmann,13,5,1977,133
AFC1412-2,fridericia,fridericia dichotoma,fridericia dichotoma (jacq.) l.g. lohmann,27,9,1982,270
ALP541-4,chamaedorea,chamaedorea angustisecta,chamaedorea angustisecta burret,23,8,1986,235
AFC1411-4,drypetes,drypetes amazonica,drypetes amazonica steyerm.,16,8,1986,228
ALP544-1,drypetes,drypetes glauca,drypetes vahl,30,8,1990,242
YVCR3005-1,piper,piper arboreum,piper arboreum aubl.,5,8,1984,218
YVCR3166-1,garcinia,garcinia gardneriana,garcinia gardneriana (planch. & triana) zappi,8,8,1983,220
ALP544-3,theobroma,theobroma speciosum,theobroma speciosum willd. ex spreng.,8,8,1983,220
YVCR3167-3,undesignated,,undesignated,26,10,1993,299
YVCR3169-3,cavanillesia,cavanillesia hylogeton,cavanillesia hylogeiton ulbr.,30,9,1980,274
AFC1439-1,monotagma,monotagma plurispicatum,monotagma plurispicatum,16,8,1973,228
ALP541-5,undesignated,,fabaceae lindl.,9,9,1986,252
RDJ305-2,oxandra,,oxandra a. rich.,2,8,1983,214
RDJ303-4,iryanthera,iryanthera laevis,iryanthera laevis markgr.,18,8,1989,230
YVCR3167-4,pseudolmedia,pseudolmedia laevis,pseudolmedia laevis (ruiz & pav.) j.f. macbr.,31,7,1986,212
AFC1412-5,neea,neea divaricata,neea divaricata poepp. & endl.,3,9,1986,246
YVCR3167-5,triplaris,triplaris poeppigiana,triplaris poeppigiana wedd.,14,8,1983,226
ALP570-1,sloanea,sloanea obtusifolia,sloanea obtusifolia (moric.) k. schum.,19,5,1984,140
YVCR3168-3,ochroma,ochroma pyramidale,ochroma pyramidale (cav. ex lam.) urb.,28,7,1984,210
ALP545-2,lunania,,lunania parviflora spruce ex benth.,22,10,1979,295
YVCR3168-1,albizia,albizia niopoides,albizia niopoides (spruce ex benth.) burkart,11,8,1983,223
ALP544-4,inga,inga alba,inga alba (sw.) willd.,18,8,1989,230
ALP541-1,bauhinia,bauhinia tarapotensis,bauhinia tarapotensis benth.,5,7,1984,187
RDJ305-5,tapura,tapura juruana,tapura juruana (üle) rizzini,18,8,1989,230
YVCR3169-2,croton,croton pachypodus,croton pachypodus g.l. webster,8,8,1983,220
YVCR3168-4,croton,croton pachypodus,croton pachypodus g.l. webster,18,8,1989,230
ALP545-5,byrsonima,byrsonima arthropoda,byrsonima arthropoda a. juss.,25,1,1987,25
YVCR3167-1,trichilia,trichilia poeppigii,trichilia poeppigii c. dc.,19,8,1986,231
YVCR3169-5,guarea,guarea guidonia,guarea guidonia (l.) sleumer,16,8,1986,228
DJP266T4E1P3S1-5,dendropanax,dendropanax arboreus,dendropanax arboreus (l.) decne. & planch.,19,8,1983,231
DJP210T4E2P1S1-5,ruellia,ruellia proxima,ruellia thyrsostachya lindau,7,9,1986,250
DJP269T4E1P3S2-3,justicia,justicia appendiculata,justicia appendiculata (ruiz & pav.) vahl,28,7,1986,209
DJP220T4E2P1S4-5,adenocalymma,adenocalymma impressum,adenocalymma impressum (rusby) sandwith,2,12,1982,336
DJP269T4E1P3S2-1,handroanthus,handroanthus impetiginosum,handroanthus impetiginosus (mart. ex dc.) mattos,1,8,1983,213
DJP164T4E1P2S1-3,fridericia,fridericia schumanniana,fridericia schumanniana (loes.) l.g. lohmann,10,6,2001,161
DJP206T4E2P1S1-2,amphilophium,amphilophium nunezii,haplolophium nunezii a.h. gentry,25,9,1991,268
DJP220T4E2P1S4-1,amphilophium,amphilophium nunezii,haplolophium nunezii a.h. gentry,5,6,2001,156
DJP167T4E1P2S2-5,chamaedorea,chamaedorea angustisecta,chamaedorea leonis h.e. moore,28,7,1986,209
DJP269T4E1P3S2-4,anthurium,anthurium clavigerum,anthurium clavigerum poepp.,8,8,1986,220
DJP227T4E2P1S4-1,allophylus,allophylus,allophylus loretensis,23,1,1977,23
DJP214T4E2P1S2-1,adiantum,adiantum petiolatum,adiantum petiolatum desv.,18,8,1986,230
DJP220T4E2P1S4-2,goniopteris,goniopteris pinnatifida,thelypteris pinnatifida a.r. sm.,16,10,1991,289
DJP214T4E2P1S2-4,drypetes,drypetes glauca,drypetes vahl,5,8,1983,217
DJP206T4E2P1S1-4,undesignated,,annonaceae juss.,8,8,1983,220
DJP96T4E3P3S2-3,undesignated,,lauraceae juss.,28,8,1986,240
DJP210T4E2P1S1-1,undesignated,,sapindaceae juss.,30,8,1990,242
DJP266T4E1P3S1-1,rinorea,rinorea viridifolia,rinorea viridifolia rusby,14,8,1983,226
DJP169T4E1P2S2-5,sicydium,sicydium diffusum,sicydium diffusum cogn.,19,8,1983,231
DJP206T4E2P1S1-1,pleurothyrium,pleurothyrium parviflorum,pleurothyrium parviflorum ducke,18,8,1989,230
DJP169T4E1P2S2-1,batocarpus,batocarpus amazonicus,batocarpus amazonicus (ducke) fosberg,25,8,1984,238
DJP214T4E2P1S2-2,naucleopsis,naucleopsis glabra,naucleopsis glabra spruce ex pittier,5,8,1983,217
DJP130T4E1P1S1-4,pouteria,pouteria ephedrantha,pouteria ephedrantha (a.c. sm.) t.d. penn.,5,8,1983,217
DJP227T4E2P1S4-5,pouteria,pouteria ephedrantha,pouteria ephedrantha (a.c. sm.) t.d. penn.,2,8,1983,214
DJP136T4E1P1S2-1,ficus,,ficus trigona l. f.,14,8,1986,226
DJP166T4E1P2S1-4,pseudolmedia,pseudolmedia parvigata,pseudolmedia macrophylla trécul,30,8,1990,242
DJP166T4E1P2S1-2,urera,urera simplex,urera simplex wedd.,9,9,1986,252
DJP136T4E1P1S2-5,neea,neea parviflora,neea parviflora poepp. & endl.,19,8,1973,231
DJP269T4E1P3S2-5,quararibea,quararibea wittii,quararibea wittii k. schum. & ulbr.,24,7,1984,206
DJP56T4E3P1S5-4,miconia,miconia ternatifolia,miconia ternatifolia triana,10,7,1984,192
227T4E2P1S4-4,connarus,connarus punctatus,connarus punctatus planch.,29,5,1984,150
DJP166T4E1P2S1-5,swartzia,swartzia jororii,swartzia jorori harms,30,8,1990,242
DJP227T4E2P1S4-3,inga,inga cayennensis,inga cayennensis sagot ex benth.,18,8,1989,230
DJP210T4E2P1S1-4,inga,inga stipulacea,inga stipulacea g. don,18,8,1986,230
DJP266T4E1P3S1-3,inga,inga,inga hayesii benth.,18,8,1989,230
DJP227T4E2P1S4-2,tapura,tapura peruviana,tapura peruviana var. petioliflora prance,3,10,1980,277
DJP269T4E1P3S2-2,cissus,cissus verticillata,cissus verticillata subsp. verticillata,23,8,1986,235
DJP208T4E2P1S1-2,simarouba,simarouba amara,simarouba amara aubl.,25,8,1984,238
DJP169T4E1P2S2-4,trichilia,trichilia poeppigii,trichilia poeppigii c. dc.,5,8,1983,217
DJP96T4E3P3S2-1,streblacanthus,streblacanthus dubiosus,streblacanthus boliviensis lindau,18,8,1986,230
DJP130T4E1P1S1-5,fridericia,fridericia pearcei,fridericia pearcei (rusby) l.g. lohmann,15,6,2001,166
DJP167T4E1P2S2-2,mansoa,mansoa verrucifera,mansoa verrucifera (schltdl.) a.h. gentry,17,10,1979,290
DJP96T4E3P3S2-4,tanaecium,tanaecium pyramidatum,tanaecium pyramidatum (rich.) l.g. lohmann,17,8,1974,229
DJP103T4E2P3S2-4,geonoma,geonoma diversa,geonoma diversa kunth,5,7,1984,187
DJP130T4E1P1S1-1,helicostylis,helicostylis tomentosa,helicostylis tomentosa (poepp. & endl.) rusby,31,7,1986,212
DJP136T4E1P1S2-2,sloanea,sloanea obtusifolia,sloanea obtusifolia (moric.) k. schum.,6,5,1984,127
DJP266T4E1P3S1-2,sloanea,sloanea dentata,sloanea l.,18,8,1989,230
DJP214T4E2P1S2-3,carica,,carica glandulosa (a. dc.) solms,18,8,1989,230
DJP99T4E2P3S1-5,microgramma,microgramma tecta,microgramma tecta var. nana (liebm.) mickel & beitel,6,8,1986,218
DJP43T4E4P3S1-2,zamia,zamia muricata,zamia muricata willd.,25,9,1991,268
DJP208T4E2P1S1-4,siparuna,siparuna cuspidata,siparuna cuspidata (tul.) a. dc.,18,8,1989,230
DJP99T4E2P3S1-1,minquartia,,minquartia guianensis aubl.,19,8,1983,231
DJP208T4E2P1S1-1,serjania,serjania glabrata,serjania glabrata,17,8,1974,229
DJP210T4E2P1S1-2,undesignated,,araceae juss.,10,9,1986,253
DJP99T4E2P3S1-4,ombrophytum,ombrophytum peruvianum,ombrophytum peruvianum poepp. & endl.,18,7,1984,200
DJP169T4E1P2S2-2,helosis,,helosis cayanensis var. cayanensis,16,8,1986,228
DJP167T4E1P2S2-3,tapura,tapura peruviana,tapura peruviana k. krause,12,7,1984,194
DJP208T4E2P1S1-3,acalypha,acalypha stenoloba,acalypha stenoloba müll. arg.,7,9,1986,250
